run,source,idx,true_vuln,predicted_vuln,predicted_confidence,true_cwe, predicted_cwe
141,primevul,282984,0,1,100,["CWE-125"],["CWE-125"]
142,primevul,198927,1,0,100,["CWE-125"],[]
143,primevul,285157,0,0,100,["CWE-125"],[]
144,primevul,198983,1,0,100,["CWE-125"],[]
145,primevul,286739,0,0,100,["CWE-125"],[]
146,primevul,199159,1,0,100,["CWE-362"],[]
147,primevul,289293,0,1,95,["CWE-362"],["CWE-670"]
148,primevul,199767,1,1,85,["CWE-22"],["CWE-120"]
149,primevul,292205,0,0,100,["CWE-22"],[]
150,primevul,199836,1,1,95,["CWE-125"],["CWE-125"]
151,primevul,293522,0,1,90,["CWE-125"],["CWE-125"]
152,primevul,199841,1,1,95,["CWE-476"],["CWE-415"]
153,primevul,293750,0,1,80,["CWE-476"],["CWE-785"]
154,primevul,199851,1,0,100,["CWE-787"],[]
155,primevul,293939,0,0,100,["CWE-787"],[]
156,primevul,200113,1,0,100,["CWE-787"],[]
157,primevul,299319,0,1,90,["CWE-787"],["CWE-835"]
158,primevul,200305,1,1,100,["CWE-787"],["CWE-416"]
159,primevul,301016,0,1,100,["CWE-787"],["CWE-834"]
160,primevul,200379,1,1,90,["CWE-476"],["CWE-476"]
161,primevul,302095,0,0,100,["CWE-476"],[]
162,primevul,200781,1,1,90,["CWE-787"],["CWE-119"]
163,primevul,309831,0,1,100,["CWE-787"],["CWE-125"]
164,primevul,200976,1,0,100,["CWE-787"],[]
165,primevul,313850,0,0,100,["CWE-787"],[]
166,primevul,201007,1,1,100,["CWE-787"],["CWE-787"]
167,primevul,314536,0,1,100,["CWE-787"],["CWE-787"]
168,primevul,201343,1,0,100,["CWE-416"],[]
169,primevul,317271,0,1,90,["CWE-416"],["CWE-264"]
170,primevul,201384,1,1,90,["CWE-787"],["CWE-125"]
171,primevul,318962,0,0,100,["CWE-787"],[]
172,primevul,201925,1,1,90,["CWE-476"],["CWE-476"]
173,primevul,326914,0,0,100,["CWE-476"],[]
174,primevul,202082,1,1,90,["CWE-125"],["CWE-125"]
175,primevul,328836,0,0,100,["CWE-125"],[]
176,primevul,202125,1,1,85,["CWE-787"],["CWE-119"]
177,primevul,329925,0,0,95,["CWE-787"],[]
178,primevul,202256,1,1,100,["CWE-787"],["CWE-190"]
179,primevul,331760,0,0,100,["CWE-787"],[]
180,primevul,202276,1,0,100,["CWE-787"],[]
181,primevul,332375,0,1,90,["CWE-787"],["CWE-401"]
182,primevul,202392,1,1,100,["CWE-119"],["CWE-190"]
183,primevul,333503,0,0,100,["CWE-119"],[]
184,primevul,202659,1,1,100,["CWE-125"],["CWE-125"]
185,primevul,336106,0,1,100,["CWE-125"],["CWE-119"]
186,primevul,202688,1,1,70,["CWE-787"],["CWE-787"]
187,primevul,336807,0,0,100,["CWE-787"],[]
188,primevul,202708,1,0,100,["CWE-476"],[]
189,primevul,337374,0,0,100,["CWE-476"],[]
190,primevul,202783,1,1,100,["CWE-119"],["CWE-190"]
191,primevul,339712,0,1,100,["CWE-119"],["CWE-190"]
192,primevul,202822,1,1,90,["CWE-787"],["CWE-787"]
193,primevul,341817,0,1,95,["CWE-787"],["CWE-119"]
194,primevul,202888,1,0,100,["CWE-787"],[]
195,primevul,343175,0,1,95,["CWE-787"],["CWE-416"]
196,primevul,202889,1,1,90,["CWE-787"],["CWE-399"]
197,primevul,343158,0,0,100,["CWE-787"],[]
198,primevul,343298,0,0,100,["CWE-434"],[]
199,primevul,202943,1,0,100,["CWE-787"],[]
200,primevul,344242,0,0,100,["CWE-787"],[]
201,primevul,204036,1,1,92,["CWE-787"],["CWE-119"]
202,primevul,349888,0,1,85,["CWE-787"],["CWE-119"]
203,primevul,204195,1,0,100,["CWE-125"],[]
204,primevul,355014,0,0,100,["CWE-125"],[]
205,primevul,204243,1,0,100,["CWE-787"],[]
206,primevul,355649,0,0,100,["CWE-787"],[]
207,primevul,204278,1,0,100,["CWE-94"],[]
208,primevul,356170,0,1,90,["CWE-94"],["CWE-22"]
209,primevul,204351,1,1,100,["CWE-125"],["CWE-189"]
210,primevul,357668,0,1,90,["CWE-125"],["CWE-835"]
211,primevul,204412,1,1,100,["CWE-787"],["CWE-189"]
212,primevul,359206,0,0,100,["CWE-787"],[]
213,primevul,204425,1,0,100,["CWE-125"],[]
214,primevul,359365,0,0,100,["CWE-125"],[]
215,primevul,204534,1,0,100,["CWE-125"],[]
216,primevul,361303,0,1,100,["CWE-125"],["CWE-476"]
217,primevul,204535,1,1,100,["CWE-125"],["CWE-119"]
218,primevul,361298,0,0,100,["CWE-125"],[]
219,primevul,205630,1,0,100,["CWE-94"],[]
220,primevul,369215,0,1,90,["CWE-94"],["CWE-416"]
221,primevul,205734,1,1,85,["CWE-787"],["CWE-189"]
222,primevul,371185,0,0,90,["CWE-787"],[]
223,primevul,205806,1,0,100,["CWE-269"],[]
224,primevul,372352,0,1,100,["CWE-269"],["CWE-78"]
225,primevul,206043,1,0,100,["CWE-125"],[]
226,primevul,376678,0,0,100,["CWE-125"],[]
227,primevul,206273,1,1,80,["CWE-416"],["CWE-190"]
228,primevul,379671,0,0,100,["CWE-416"],[]
229,primevul,206555,1,0,100,["CWE-119"],[]
230,primevul,382797,0,1,100,["CWE-119"],["CWE-125"]
231,primevul,206588,1,1,100,["CWE-119"],["CWE-189"]
232,primevul,383316,0,0,100,["CWE-119"],[]
233,primevul,206625,1,0,100,["CWE-787"],[]
234,primevul,384124,0,0,100,["CWE-787"],[]
235,primevul,206781,1,1,80,["CWE-476"],["CWE-119"]
236,primevul,386750,0,0,100,["CWE-476"],[]
237,primevul,206815,1,1,98,["CWE-125"],["CWE-369"]
238,primevul,387149,0,1,90,["CWE-125"],["CWE-125"]
239,primevul,206845,1,0,100,["CWE-125"],[]
240,primevul,387593,0,1,100,["CWE-125"],["CWE-119"]
241,primevul,206942,1,0,100,["CWE-125"],[]
242,primevul,389676,0,0,100,["CWE-125"],[]
243,primevul,207520,1,0,100,["CWE-787"],[]
244,primevul,398518,0,0,100,["CWE-787"],[]
245,primevul,207700,1,0,100,["CWE-362"],[]
246,primevul,400109,0,0,100,["CWE-362"],[]
247,primevul,207703,1,1,80,["CWE-362"],["CWE-787"]
248,primevul,400103,0,0,100,["CWE-362"],[]
249,primevul,207719,1,1,100,["CWE-787"],["CWE-125"]
250,primevul,400409,0,0,100,["CWE-787"],[]
251,primevul,208370,1,1,100,["CWE-787"],["CWE-119"]
252,primevul,408968,0,0,100,["CWE-787"],[]
253,primevul,208522,1,0,100,["CWE-190"],[]
254,primevul,412117,0,0,100,["CWE-190"],[]
255,primevul,208525,1,1,90,["CWE-787"],["CWE-416"]
256,primevul,412190,0,0,100,["CWE-787"],[]
257,primevul,208654,1,1,100,["CWE-416"],["CWE-835"]
258,primevul,413339,0,1,100,["CWE-416"],["CWE-399"]
259,primevul,208987,1,1,100,["CWE-416"],["CWE-362"]
260,primevul,417093,0,1,100,["CWE-416"],["CWE-416"]
261,primevul,209026,1,1,100,["CWE-119"],["CWE-120"]
262,primevul,417472,0,1,100,["CWE-119"],["CWE-399"]
263,primevul,209801,1,1,100,["CWE-476"],["CWE-125"]
264,primevul,421378,0,1,100,["CWE-476"],["CWE-476"]
265,primevul,209931,1,0,100,["CWE-190"],[]
266,primevul,424522,0,0,100,["CWE-190"],[]
267,primevul,209955,1,0,100,["CWE-476"],[]
268,primevul,424969,0,0,100,["CWE-476"],[]
269,primevul,210050,1,0,97,["CWE-125"],[]
270,primevul,427153,0,0,100,["CWE-125"],[]
271,primevul,210090,1,0,100,["CWE-787"],[]
272,primevul,427707,0,0,100,["CWE-787"],[]
273,primevul,210203,1,0,100,["CWE-787"],[]
274,primevul,430335,0,1,100,["CWE-787"],["CWE-189"]
275,primevul,210204,1,1,85,["CWE-362"],["CWE-190"]
276,primevul,430380,0,0,100,["CWE-362"],[]
277,primevul,210271,1,1,95,["CWE-787"],["CWE-835"]
278,primevul,432093,0,1,100,["CWE-787"],["CWE-125"]
279,primevul,210278,1,0,100,["CWE-476"],[]
280,primevul,432247,0,0,100,["CWE-476"],[]
281,primevul,210282,1,1,90,["CWE-125"],["CWE-125"]
282,primevul,432346,0,0,100,["CWE-125"],[]
283,primevul,210420,1,1,70,["CWE-119"],["CWE-119"]
284,primevul,434902,0,1,100,["CWE-119"],["CWE-787"]
285,primevul,210484,1,0,100,["CWE-125"],[]
286,primevul,436066,0,0,100,["CWE-125"],[]
287,primevul,210520,1,1,100,["CWE-125"],["CWE-125"]
288,primevul,436990,0,1,79,["CWE-125"],["CWE-787"]
289,primevul,210551,1,1,95,["CWE-125"],["CWE-860"]
290,primevul,437291,0,0,100,["CWE-125"],[]
291,primevul,210570,1,0,100,["CWE-787"],[]
292,primevul,437671,0,1,90,["CWE-787"],["CWE-664"]
293,primevul,210636,1,1,80,["CWE-416"],["CWE-416"]
294,primevul,438876,0,1,100,["CWE-416"],["CWE-416"]
295,primevul,210700,1,0,100,["CWE-22"],[]
296,primevul,439495,0,1,95,["CWE-22"],["CWE-119"]
297,primevul,210701,1,0,100,["CWE-22"],[]
298,primevul,210702,1,0,100,["CWE-22"],[]
299,primevul,439500,0,1,100,["CWE-22"],["CWE-787"]
300,primevul,210834,1,0,100,["CWE-863"],[]
301,primevul,440872,0,1,100,["CWE-863"],["CWE-119"]
302,primevul,210904,1,0,100,["CWE-125"],[]
303,primevul,442815,0,1,90,["CWE-125"],["CWE-125"]
304,primevul,210928,1,1,95,["CWE-476"],["CWE-362"]
305,primevul,443152,0,0,100,["CWE-476"],[]
306,primevul,211090,1,0,100,["CWE-20"],[]
307,primevul,444900,0,0,100,["CWE-20"],[]
308,primevul,211102,1,0,100,["CWE-22"],[]
309,primevul,445995,0,1,80,["CWE-22"],["CWE-284"]
310,primevul,211103,1,0,100,["CWE-22"],[]
311,primevul,445881,0,1,100,["CWE-22"],["CWE-77"]
312,primevul,211110,1,1,90,["CWE-787"],["CWE-119"]
313,primevul,446058,0,0,100,["CWE-787"],[]
314,primevul,211113,1,1,100,["CWE-416"],["CWE-416"]
315,primevul,446096,0,0,100,["CWE-416"],[]
316,primevul,211126,1,0,100,["CWE-125"],[]
317,primevul,446279,0,1,100,["CWE-125"],["CWE-125"]
318,primevul,211136,1,1,100,["CWE-787"],["CWE-125"]
319,primevul,446416,0,0,100,["CWE-787"],[]
320,primevul,211179,1,0,100,["CWE-125"],[]
321,primevul,447053,0,1,80,["CWE-125"],["CWE-669"]
322,primevul,211471,1,1,80,["CWE-125"],["CWE-130"]
323,primevul,448562,0,1,100,["CWE-125"],["CWE-20"]
324,primevul,211695,1,0,100,["CWE-416"],[]
325,primevul,450764,0,0,100,["CWE-416"],[]
326,primevul,211773,1,0,100,["CWE-20"],[]
327,primevul,451731,0,1,100,["CWE-20"],["CWE-20"]
328,primevul,211842,1,0,100,["CWE-787"],[]
329,primevul,452377,0,1,100,["CWE-787"],["CWE-189"]
330,primevul,211868,1,0,100,["CWE-269"],[]
331,primevul,452994,0,0,100,["CWE-269"],[]
332,primevul,212144,1,1,100,["CWE-119"],["CWE-400"]
333,primevul,455177,0,0,100,["CWE-119"],[]
334,primevul,212152,1,1,85,["CWE-787"],["CWE-264"]
335,primevul,455356,0,0,100,["CWE-787"],[]
336,primevul,212339,1,1,100,["CWE-119"],["CWE-119"]
337,primevul,457772,0,0,100,["CWE-119"],[]
338,primevul,212414,1,0,100,["CWE-416"],[]
339,primevul,459107,0,1,100,["CWE-416"],["CWE-476"]
340,primevul,212436,1,1,90,["CWE-787"],["CWE-189"]
341,primevul,459524,0,0,100,["CWE-787"],[]
342,primevul,212822,1,0,100,["CWE-787"],[]
343,primevul,462316,0,1,100,["CWE-787"],["CWE-787"]
344,primevul,212829,1,1,90,["CWE-476"],["CWE-476"]
345,primevul,462395,0,1,100,["CWE-476"],["CWE-415"]
346,primevul,212834,1,1,100,["CWE-190"],["CWE-189"]
347,primevul,462409,0,0,100,["CWE-190"],[]
348,primevul,212857,1,1,100,["CWE-416"],["CWE-125"]
349,primevul,462511,0,0,100,["CWE-416"],[]
350,primevul,212871,1,0,100,["CWE-787"],[]
351,primevul,462566,0,0,100,["CWE-787"],[]
352,primevul,212955,1,1,85,["CWE-476"],["CWE-362"]
353,primevul,463476,0,1,100,["CWE-476"],["CWE-362"]
354,primevul,213037,1,0,100,["CWE-125"],[]
355,primevul,464942,0,0,100,["CWE-125"],[]
356,primevul,213075,1,1,100,["CWE-416"],["CWE-416"]
357,primevul,465854,0,0,100,["CWE-416"],[]
358,primevul,213528,1,1,90,["CWE-416"],["CWE-434"]
359,primevul,472123,0,0,100,["CWE-416"],[]
360,primevul,213998,1,1,100,["CWE-119"],["CWE-617"]
361,primevul,474434,0,0,100,["CWE-119"],[]
362,primevul,214003,1,1,100,["CWE-787"],["CWE-20"]
363,primevul,474462,0,0,100,["CWE-787"],[]
364,primevul,214124,1,0,100,["CWE-125"],[]
365,primevul,475987,0,0,100,["CWE-125"],[]
366,primevul,214276,1,0,100,["CWE-20"],[]
367,primevul,477273,0,1,100,["CWE-20"],["CWE-119"]
368,primevul,214282,1,0,100,["CWE-787"],[]
369,primevul,477380,0,1,100,["CWE-787"],["CWE-125"]
370,primevul,214335,1,1,100,["CWE-79"],["CWE-369"]
371,primevul,477800,0,0,95,["CWE-79"],[]
372,primevul,214336,1,1,100,["CWE-362"],["CWE-456"]
373,primevul,477803,0,1,100,["CWE-362"],["CWE-264"]
374,primevul,214339,1,0,100,["CWE-787"],[]
375,primevul,477811,0,0,100,["CWE-787"],[]
376,primevul,214358,1,1,95,["CWE-20"],["CWE-787"]
377,primevul,477946,0,1,100,["CWE-20"],["CWE-787"]
378,primevul,214364,1,0,100,["CWE-119"],[]
379,primevul,477975,0,0,100,["CWE-119"],[]
380,primevul,214948,1,0,100,["CWE-476"],[]
381,primevul,481787,0,1,85,["CWE-476"],["CWE-190"]
382,primevul,215038,1,1,100,["CWE-125"],["CWE-190"]
383,primevul,482692,0,1,80,["CWE-125"],["CWE-119"]
384,primevul,215073,1,1,80,["CWE-269"],["CWE-119"]
385,primevul,483053,0,1,100,["CWE-269"],["CWE-264"]
386,primevul,215188,1,0,100,["CWE-787"],[]
387,primevul,484732,0,1,100,["CWE-787"],["CWE-119"]
388,primevul,215312,1,0,100,["CWE-20"],[]
389,primevul,487618,0,1,100,["CWE-20"],["CWE-264"]
390,primevul,215391,1,1,100,["CWE-20"],["CWE-20"]
391,primevul,489124,0,1,90,["CWE-20"],["CWE-444"]
392,primevul,215399,1,1,95,["CWE-119"],["CWE-399"]
393,primevul,489215,0,1,100,["CWE-119"],["CWE-190"]
394,primevul,215400,1,0,100,["CWE-20"],[]
395,primevul,489221,0,1,90,["CWE-20"],["CWE-704"]
396,primevul,215921,1,1,100,["CWE-119"],["CWE-119"]
397,primevul,497809,0,1,70,["CWE-119"],["CWE-189"]
398,primevul,216027,1,0,100,["CWE-476"],[]
399,primevul,498918,0,1,80,["CWE-476"],["CWE-770"]
400,primevul,216126,1,1,90,["CWE-20"],["CWE-703"]
401,primevul,500044,0,1,100,["CWE-20"],["CWE-284"]
402,primevul,216515,1,1,100,["CWE-362"],["CWE-190"]
403,primevul,502735,0,1,95,["CWE-362"],["CWE-400"]
404,primevul,216654,1,1,100,["CWE-20"],["CWE-190"]
405,primevul,503985,0,0,100,["CWE-20"],[]
406,primevul,216800,1,1,75,["CWE-125"],["CWE-119"]
407,primevul,506428,0,1,100,["CWE-125"],["CWE-119"]
408,primevul,216812,1,1,85,["CWE-476"],["CWE-125"]
409,primevul,506696,0,1,100,["CWE-476"],["CWE-20"]
410,primevul,216903,1,1,100,["CWE-476"],["CWE-843"]
411,primevul,508874,0,0,100,["CWE-476"],[]
412,primevul,216946,1,1,95,["CWE-416"],["CWE-120"]
413,primevul,513202,0,1,100,["CWE-416"],["CWE-119"]
414,primevul,217176,1,0,100,["CWE-79"],[]
415,primevul,517437,0,0,100,["CWE-79"],[]
